Clade,Type,Host_Family,Host_Genus,Host_Sci_Name,Ocean,Region,host_tol,symb_ID,host_ID,T_MMM_05
C,C60,Poritidae,Porites,Porites annae,Pacific,GBR,0.944,955,601,28.68
C,C60,Poritidae,Porites,Porites cylindrica,Pacific,GBR,0.711,955,613,28.68
C,C60,Poritidae,Porites,Porites vaughani,Pacific,GBR,0.760,955,655,28.68
C,C61,Acroporidae,Montipora,Montipora grisea,Pacific,GBR,0.714,956,451,28.68
C,C73,Acroporidae,Montipora,Montipora digitata,Pacific,GBR,0.815,961,444,28.68
C,C78,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,GBR,0.436,765,705,28.68
C,C78a,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,GBR,0.436,965,705,28.68
C,C79,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,GBR,0.436,749,705,28.68
C,C8,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,GBR,0.436,769,705,28.68
C,C8a,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,GBR,0.436,795,705,28.68
D,D1,Mussidae,Acanthastrea,Acanthastrea echinata,Pacific,GBR,0.579,786,2,28.68
D,D1,Acroporidae,Acropora,Acropora palifera,Pacific,GBR,0.478,786,79,28.68
D,D1,Faviidae,Echinopora,Echinopora hirsutissima,Pacific,GBR,0.763,786,222,28.68
D,D1,Oculinidae,Galaxea,Galaxea fascicularis,Pacific,GBR,0.746,786,300,28.68
D,D1,Oculinidae,Galaxea,Galaxea horresens,Pacific,GBR,0.715,786,304,28.68
D,D1,Faviidae,Goniastrea,Goniastrea favulus,Pacific,GBR,0.851,786,318,28.68
D,D1,Merulinidae,Hydnophora,Hydnophora microconos,Pacific,GBR,0.898,786,344,28.68
D,D1,Faviidae,Leptoria,Leptoria phrygia,Pacific,GBR,0.540,786,361,28.68
D,D1,Faviidae,Montastraea,Montastraea curta,Pacific,GBR,0.851,786,419,28.68
D,D1a,Mussidae,Acanthastrea,Acanthastrea echinata,Pacific,GBR,0.579,748,2,28.68
D,D1a,Faviidae,Echinopora,Echinopora hirsutissima,Pacific,GBR,0.763,748,222,28.68
D,D1a,Oculinidae,Galaxea,Galaxea fascicularis,Pacific,GBR,0.746,748,300,28.68
D,D1a,Oculinidae,Galaxea,Galaxea horresens,Pacific,GBR,0.715,748,304,28.68
D,D1a,Faviidae,Goniastrea,Goniastrea favulus,Pacific,GBR,0.851,748,318,28.68
D,D1a,Merulinidae,Hydnophora,Hydnophora microconos,Pacific,GBR,0.898,748,344,28.68
D,D1a,Faviidae,Leptoria,Leptoria phrygia,Pacific,GBR,0.540,748,361,28.68
D,D1a,Faviidae,Montastraea,Montastraea curta,Pacific,GBR,0.851,748,419,28.68
D,D1c,Faviidae,Goniastrea,Goniastrea favulus,Pacific,GBR,0.851,974,318,28.68
D,D2,Acroporidae,Acropora,Acropora aculeus,Pacific,GBR,0.823,975,6,28.68
D,D2,Acroporidae,Acropora,Acropora loripes,Pacific,GBR,0.906,975,62,28.68
D,D2,Acroporidae,Acropora,Acropora nobilis,Pacific,GBR,0.658,975,74,28.68
D,D2,Acroporidae,Acropora,Acropora paniculata,Pacific,GBR,0.872,975,85,28.68
D,D2,Acroporidae,Acropora,Acropora tenuis,Pacific,GBR,0.622,975,111,28.68
C,C1,Acroporidae,Acropora,Acropora abrolhosensis,Pacific,Japan,0.645,750,5,28.54
C,C1,Acroporidae,Acropora,Acropora divaricata,Pacific,Japan,0.739,750,32,28.54
C,C1,Acroporidae,Acropora,Acropora donei,Pacific,Japan,0.673,750,35,28.54
C,C1,Acroporidae,Acropora,Acropora nobilis,Pacific,Japan,0.658,750,75,28.54
C,C1,Acroporidae,Acropora,Acropora palifera,Pacific,Japan,0.478,750,77,28.54
C,C1,Acroporidae,Acropora,Acropora valida,Pacific,Japan,0.837,750,116,28.54
C,C1,Acroporidae,Acropora,Acropora verweyi,Pacific,Japan,0.588,750,120,28.54
C,C1,Acroporidae,Astreopora,Astreopora myriophthalma,Pacific,Japan,0.973,750,144,28.54
C,C1,Faviidae,Caulastrea,Caulastrea chalcidicum,Pacific,Japan,0.645,750,146,28.54
C,C1,Faviidae,Cyphastrea,Cyphastrea japonica,Pacific,Japan,0.709,750,174,28.54
C,C1,Faviidae,Echinopora,Echinopora lamellosa,Pacific,Japan,0.911,750,225,28.54
C,C1,Fungiidae,Fungia,Fungia scutaria,Pacific,Japan,0.831,750,291,28.54
C,C1,Merulinidae,Hydnophora,Hydnophora rigida,Pacific,Japan,0.744,750,345,28.54
C,C1,Acroporidae,Montipora,Montipora venosa,Pacific,Japan,0.836,750,470,28.54
C,C1,Agariciidae,Pachyseris,Pachyseris rugosa,Pacific,Japan,0.783,750,502,28.54
C,C1,Astrocoeniidae,Palauastrea,Palauastrea ramosa,Pacific,Japan,0.945,750,512,28.54
C,C1,Faviidae,Plesiastrea,Plesiastrea versipora,Pacific,Japan,0.990,750,560,28.54
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Japan,0.577,750,569,28.54
C,C1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Japan,0.782,750,581,28.54
C,C1,Fungiidae,Sandalolitha,Sandalolitha robusta,Pacific,Japan,0.997,750,672,28.54
C,C1,Pocilloporidae,Stylophora,Stylophora pistillata,Pacific,Japan,0.436,750,706,28.54
C,C1c,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Japan,0.577,772,569,28.54
C,C1c,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Pacific,Japan,0.782,772,581,28.54
C,C21,Faviidae,Cyphastrea,Cyphastrea sp.,Pacific,Japan,0.783,785,180,28.54
C,C21,Pectiniidae,Echinophyllia,Echinophyllia sp.,Pacific,Japan,0.889,785,217,28.54
C,C21,Faviidae,Favites,Favites halicora,Pacific,Japan,0.743,785,269,28.54
C,C21,Oculinidae,Galaxea,Galaxea fascicularis,Pacific,Japan,0.746,785,301,28.54
C,C21,Merulinidae,Hydnophora,Hydnophora exesa,Pacific,Japan,0.699,785,340,28.54
C,C21,Merulinidae,Hydnophora,Hydnophora rigida,Pacific,Japan,0.744,785,345,28.54
C,C21,Mussidae,Lobophyllia,Lobophyllia robusta,Pacific,Japan,0.960,785,377,28.54
C,C21,Pectiniidae,Pectinia,Pectinia alcicornis,Pacific,Japan,0.963,785,533,28.54
C,C21,Mussidae,Symphyllia,Symphyllia radians,Pacific,Japan,0.877,785,712,28.54
C,C21,Mussidae,Symphyllia,Symphyllia sp.,Pacific,Japan,0.949,785,719,28.54
C,C21a,Faviidae,Cyphastrea,Cyphastrea sp.,Pacific,Japan,0.783,881,180,28.54
C,C21a,Pectiniidae,Echinophyllia,Echinophyllia sp.,Pacific,Japan,0.889,881,217,28.54
C,C21a,Faviidae,Favites,Favites halicora,Pacific,Japan,0.743,881,269,28.54
C,C21a,Oculinidae,Galaxea,Galaxea fascicularis,Pacific,Japan,0.746,881,301,28.54
C,C21a,Merulinidae,Hydnophora,Hydnophora exesa,Pacific,Japan,0.699,881,340,28.54
C,C21a,Merulinidae,Hydnophora,Hydnophora rigida,Pacific,Japan,0.744,881,345,28.54
C,C21a,Mussidae,Lobophyllia,Lobophyllia robusta,Pacific,Japan,0.960,881,377,28.54
C,C21a,Pectiniidae,Pectinia,Pectinia alcicornis,Pacific,Japan,0.963,881,533,28.54
C,C21a,Mussidae,Symphyllia,Symphyllia radians,Pacific,Japan,0.877,881,712,28.54
C,C21a,Mussidae,Symphyllia,Symphyllia sp.,Pacific,Japan,0.949,881,719,28.54
C,C27,Poritidae,Alveopora,Alveopora sp.,Pacific,Japan,0.747,884,138,28.54
C,C27,Fungiidae,Fungia,Fungia danai,Pacific,Japan,0.882,884,275,28.54
C,C27,Merulinidae,Hydnophora,Hydnophora exesa,Pacific,Japan,0.699,884,340,28.54
C,C27,Agariciidae,Pachyseris,Pachyseris speciosa,Pacific,Japan,0.607,884,509,28.54
C,C3,Acroporidae,Acropora,Acropora aspera,Pacific,Japan,0.593,762,9,28.54
C,C3,Acroporidae,Acropora,Acropora cerealis,Pacific,Japan,0.514,762,14,28.54
C,C3,Acroporidae,Acropora,Acropora copiosa,Pacific,Japan,0.675,762,22,28.54
C,C3,Acroporidae,Acropora,Acropora digitifera,Pacific,Japan,0.682,762,31,28.54
C,C3,Acroporidae,Acropora,Acropora divaricata,Pacific,Japan,0.739,762,32,28.54
C,C3,Acroporidae,Acropora,Acropora donei,Pacific,Japan,0.673,762,35,28.54
C,C3,Acroporidae,Acropora,Acropora exquisita,Pacific,Japan,0.545,762,37,28.54
C,C3,Acroporidae,Acropora,Acropora florida,Pacific,Japan,0.543,762,41,28.54
C,C3,Acroporidae,Acropora,Acropora listeri,Pacific,Japan,0.815,762,59,28.54
C,C3,Acroporidae,Acropora,Acropora microphthalma,Pacific,Japan,0.927,762,66,28.54
C,C3,Acroporidae,Acropora,Acropora nobilis,Pacific,Japan,0.658,762,75,28.54
C,C3,Acroporidae,Acropora,Acropora secale,Pacific,Japan,0.690,762,97,28.54
C,C3,Acroporidae,Acropora,Acropora selago,Pacific,Japan,0.877,762,98,28.54
C,C3,Acroporidae,Acropora,Acropora subglabra,Pacific,Japan,0.643,762,107,28.54
C,C3,Acroporidae,Acropora,Acropora tenuis,Pacific,Japan,0.622,762,114,28.54
C,C3,Acroporidae,Acropora,Acropora valida,Pacific,Japan,0.837,762,116,28.54
C,C3,Faviidae,Echinopora,Echinopora lamellosa,Pacific,Japan,0.911,762,225,28.54
C,C3,Faviidae,Echinopora,Echinopora pacificus,Pacific,Japan,0.714,762,231,28.54
C,C3,Faviidae,Favia,Favia matthaii,Pacific,Japan,0.743,762,250,28.54
C,C3,Faviidae,Favia,Favia stelligera,Pacific,Japan,0.796,762,259,28.54
C,C31d,Acroporidae,Montipora,Montipora efflorescens,Pacific,Japan,0.731,902,447,28.54
C,C31,Acroporidae,Montipora,Montipora danae,Pacific,Japan,0.274,760,442,28.54
C,C31,Acroporidae,Montipora,Montipora sp.,Pacific,Japan,0.652,760,464,28.54
C,C31,Acroporidae,Montipora,Montipora venosa,Pacific,Japan,0.836,760,470,28.54
C,C31,Acroporidae,Montipora,Montipora verrucosa,Pacific,Japan,0.973,760,471,28.54
C,C31a,Acroporidae,Montipora,Montipora venosa,Pacific,Japan,0.836,900,470,28.54
C,C31c,Acroporidae,Montipora,Montipora sp.,Pacific,Japan,0.652,901,464,28.54
C,C55,Faviidae,Platygyra,Platygyra sp.,Pacific,Japan,0.644,949,553,28.54
C,C56,Poritidae,Porites,Porites cylindrica,Pacific,Japan,0.711,950,615,28.54
C,C56,Poritidae,Porites,Porites lichen,Pacific,Japan,0.842,950,622,28.54
C,C56a,Poritidae,Porites,Porites cylindrica,Pacific,Japan,0.711,951,615,28.54
C,C58,Acroporidae,Montipora,Montipora mollis,Pacific,Japan,0.475,952,455,28.54
C,C59,Pocilloporidae,Seriatopora,Seriatopora hystrix,Pacific,Japan,0.385,953,682,28.54
D,D1,Agariciidae,Pavona,Pavona varians,Pacific,Japan,0.762,786,530,28.54
D,D1,Fungiidae,Sandalolitha,Sandalolitha robusta,Pacific,Japan,0.997,786,672,28.54
D,D1a,Agariciidae,Pavona,Pavona varians,Pacific,Japan,0.762,748,530,28.54
D,D1a,Fungiidae,Sandalolitha,Sandalolitha robusta,Pacific,Japan,0.997,748,672,28.54
C,C1,Fungiidae,Ctenactis,Ctenactis echinata,Pacific,Western_Pacific,0.990,750,168,29.56
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Western_Pacific,0.577,750,571,29.56
C,C15,Acroporidae,Montipora,Montipora sp.,Pacific,Western_Pacific,0.652,776,462,29.56
C,C15,Poritidae,Porites,Porites cylindrica,Pacific,Western_Pacific,0.711,776,614,29.56
C,C15,Poritidae,Porites,Porites rus,Pacific,Western_Pacific,0.927,776,646,29.56
C,C15f,Acroporidae,Montipora,Montipora sp.,Pacific,Western_Pacific,0.652,850,462,29.56
C,C19,Acroporidae,Acropora,Acropora florida,Pacific,Western_Pacific,0.543,861,40,29.56
C,C1j,Pocilloporidae,Pocillopora,Pocillopora damicornis,Pacific,Western_Pacific,0.577,870,571,29.56
C,C21,Oculinidae,Galaxea,Galaxea sp.,Pacific,Western_Pacific,0.679,785,4,29.56
C,C22,Mussidae,Lobophyllia,Lobophyllia sp.,Pacific,Western_Pacific,0.601,882,378,29.56
C,C33 (type 2),Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Western_Pacific,0.646,775,591,29.56
C,C35 (type 1),Pocilloporidae,Seriatopora,Seriatopora sp.,Pacific,Western_Pacific,0.485,771,684,29.56
C,C37,Pocilloporidae,Stylophora,Stylophora sp.,Pacific,Western_Pacific,0.563,911,709,29.56
C,C40,Faviidae,Diploastrea,Diploastrea sp.,Pacific,Western_Pacific,0.658,791,193,29.56
C,C42a,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Western_Pacific,0.646,761,591,29.56
C,C42b,Pocilloporidae,Pocillopora,Pocillopora sp.,Pacific,Western_Pacific,0.646,933,591,29.56
C,C60,Poritidae,Porites,Porites sp.,Pacific,Western_Pacific,0.695,955,653,29.56
C,C63a,Poritidae,Alveopora,Alveopora sp.,Pacific,Western_Pacific,0.747,957,139,29.56
C,C73,Acroporidae,Montipora,Montipora digitata,Pacific,Western_Pacific,0.815,961,445,29.56
C,C78,Pocilloporidae,Stylophora,Stylophora sp.,Pacific,Western_Pacific,0.563,765,709,29.56
C,C79,Pocilloporidae,Stylophora,Stylophora sp.,Pacific,Western_Pacific,0.563,749,709,29.56
C,C8,Pocilloporidae,Stylophora,Stylophora sp.,Pacific,Western_Pacific,0.563,769,709,29.56
C,C8b,Pocilloporidae,Stylophora,Stylophora sp.,Pacific,Western_Pacific,0.563,759,709,29.56
D,D1,Acroporidae,Acropora,Acropora sp.,Pacific,Western_Pacific,0.608,786,105,29.56
